"STA","Station Name","Elevation","Latitude","Longitude","Nearby City","Hydro","Basin","Owner","Maintenance","Operator","Map","Collect","County Name","Basin Name","Agency Name","Hydro Area","Sensors"
"LSW","LAKE SONOMA WEATHER","224","38.7161","-122.9967","GEYSERVILLE","1","1601","999","56","56","16","0","SONOMA","RUSSIAN R","US Army Corps of Engineers","NORTH COAST","2,4,9,10,12,14,17,26,29,175"
"LTA","LITTLE CHICO CK AT TAFFEE AVE","145","39.69705","-121.89348","CHICO","5","6501","999","999","707","12","2","BUTTE","SACRAMENTO R","CA Dept of Water Resources/North Region Office","SACRAMENTO RIVER","1,14"
"LTB","LAS TABLAS","900","35.656387","-120.924164","PASO ROBLES","3","3301","999","999","3","37","0","SAN LUIS OBISPO","SALINAS R","CA Dept of Forestry and Fire Protection","CENTRAL COAST","2,4,9,10,11,12,13,14,30,31,32"
"LTH","LOST HORSE","4100","34.017","-116.183","YUCCA VALLEY","10","12001","999","999","55","48","0","RIVERSIDE","WHITEWATER R","National Park Service","COLORADO RIVER","2,4,9,10,11,12,13,14,17,26,30,31,32,77,78"
"LTJ","LITTLE TUJUNGA","1390","34.294","-118.361","SAN FERNANDO","4","4801","999","999","44","46","0","LOS ANGELES","LOS ANGELES R","US Forest Service","SOUTH COAST","2,4,9,10,11,12,13,14,26,30,31,32,77,78"
"LTK","LITTLE TRUCKEE R BL BOCA RES","5500","39.3868522644043","-120.095474243164","TRUCKEE","8","10501","999","999","58","14","0","NEVADA","TRUCKEE R","US Geological Survey","NORTH LAHONTAN","1,14,20,25"
"LTM","LOWER THUNDER MOUNTAIN","7500","34.272","-117.612","WRIGHTWOOD","4","5701","999","999","999","47","0","LOS ANGELES","SANTA ANA R",".None Specified","SOUTH COAST","3,18,82"
"LTR","LAS TRAMPAS","1760","37.834","-122.067","WALNUT CREEK","2","2001","999","999","301","22","0","CONTRA COSTA","EAST BAY","East Bay Regional Parks Fire-Rescue Services","SAN FRANCISCO BAY","2,4,9,10,11,12,13,14,26,30,31,32,77,78"
"LTT","LETTERBOX","5960","39.85686","-121.26131",,"5","7301","999","999","62","0","0","PLUMAS","FEATHER R","Pacific Gas and Electric Company, Rogers Flat","SACRAMENTO RIVER","3,18,82"
"LUM","LUMBERYARD","6500","38.545","-120.305",,"6","8301","999","999","999","18","0","AMADOR","MOKELUMNE R",".None Specified","SAN JOAQUIN RIVER","3,18,82"
"LUS","SAN LUIS RESERVOIR (STATE)","543","37.001","-121.002","LOS BANOS","6","9201","999","999","1","23","0","MERCED","SAN JOAQUIN VLY WEST","CA Dept of Water Resources","SAN JOAQUIN RIVER","15"
"LVC","LAKE VALLEY CANAL","5410","39.299","-120.642","SODA SPRINGS ","5","7701","999","999","60","14","0","PLACER","AMERICAN R","Pacific Gas & Electric","SACRAMENTO RIVER","69,110"
"LVD","LOVELAND RESERVOIR","1366","32.779","-116.792","EL CAJON","4","6201","999","999","205","60","0","SAN DIEGO","SWEETWATER R","South Bay Irrigation District","SOUTH COAST","15"
"LVG","LEEVINING RS","6797","37.95","-119.117","LEE VINING","9","10901","999","999","40","25","0","MONO","MONO LAKE","National Weather Service","SOUTH LAHONTAN","2"
"LVH","LIVERMORE CO F P","480","99.999","-999.999",,"2","2101","999","999","999","999","0","ALAMEDA","ALAMEDA CR",".None Specified","SAN FRANCISCO BAY","2"
"LVM","LEAVITT MEADOWS","7200","38.305","-119.552","BRIDGEPORT","8","10801","999","999","54","19","0","MONO","WALKER R","Natural Resources Conservation Service","NORTH LAHONTAN","2,3,4,18,30,31,32,82"
"LVN","LONG VALLEY NORTH","7200","37.637","-118.812",,"9","11001","999","999","999","26","0","MONO","OWENS R",".None Specified","SOUTH LAHONTAN","3,18,82"
"LVO","LIVE OAK CANYON - LIVE OAK DAM","1510","34.134","-117.744","LA VERNE","4","4801","999","999","170","47","0","LOS ANGELES","LOS ANGELES R","Los Angeles County","SOUTH COAST","2,16,45"
"LVQ","LOS VAQUEROS RESERVOIR","472","37.838","-121.726","BYRON","2","8151","999","999","97","23","0","CONTRA COSTA","KELLOGG CREEK","Contra Costa Water District","SAN FRANCISCO BAY","15"
"LVS","LONG VALLEY SOUTH","7300","37.573","-118.668",,"9","11001","999","999","999","26","0","MONO","OWENS R",".None Specified","SOUTH LAHONTAN","3,18,82"
"LVT","LEAVITT LAKE","9600","38.282","-119.621",,"8","10801","999","999","54","19","0","MONO","WALKER R","Natural Resources Conservation Service","NORTH LAHONTAN","2,3,4,18,30,31,32,45,82"
"LVY","LAKE VALLEY RESERVOIR","5855","39.3","-120.583","CISCO GROVE","5","7701","999","999","60","14","0","PLACER","AMERICAN R","Pacific Gas & Electric","SACRAMENTO RIVER","6,15"
"LWB","LOWER BEAR","5824","38.538","-120.257","JACKSON","6","8301","999","999","60","18","0","AMADOR","MOKELUMNE R","Pacific Gas & Electric","SAN JOAQUIN RIVER","6,15"
"LWD","LOWDEN","3120","40.69","-122.831","WEAVERVILLE","1","901","999","999","59","8","0","TRINITY","TRINITY R","US Bureau of Land Management","NORTH COAST","2,4,9,10,12,13,14,77,78"
"LWL","CACHE CREEK AT LOWER LAKE","1280","38.924","-122.565","LAKEPORT","5","7901","999","999","117","16","0","LAKE","CACHE CR","Lake County","SACRAMENTO RIVER","1"
"LWM","LITTLE WHITNEY MEADOW","8500","36.374883","-118.348999",,"7","9701","999","999","1","0","0","TULARE","KERN R","CA Dept of Water Resources","TULARE LAKE","3,18,82"
"LWO","LITTLE WASHOE LAKE","5070","39.329748","-119.802069","WASHOE CITY","8","10501","999","999","408","14","36","WASHOE (NV)","TRUCKEE R","US Water Master Office Reno","NORTH LAHONTAN","1,110"
"LWS","LEWISTON (WATER QUALITY)","1830","40.719310760498","-122.803634643555","LEWISTON","1","901","50","999","404","8","0","TRINITY","TRINITY R","US Geological Survey/US Bureau of Reclamation","NORTH COAST","1,4,14,20,25,30,31,32,41,226,227"
"LWT","LEWIS TANK","1094","37.0984","-122.05917","LOMPICO","3","2901","290","290","290","0","99","SANTA CRUZ","SAN LORENZO R","San Lorenzo Valley Water District","CENTRAL COAST","16"
"LXN","LEXINGTON","5600","39.68","-121.005",,"5","7401","999","999","80","13","0","none specified","YUBA R","South Feather Water and Power Agency","SACRAMENTO RIVER","3,18,82"
"LYC","LYTLE CREEK","2792","34.234","-117.48","SAN BERNARDINO","4","5701","999","999","44","47","0","SAN BERNARDINO","SANTA ANA R","US Forest Service","SOUTH COAST","2,4,9,10,11,12,13,14,26,30,31,32,45,77,78"
"LYL","LYELL FORK BLW MACCLURE CREEK","9650","37.77837","-119.26188","LEE VINING","6","8601","999","999","52","25","2","TUOLUMNE","TUOLUMNE R","Yosemite National Park","SAN JOAQUIN RIVER","1,14,27,100,146"
"LYN","LYONS CREEK","6700","38.812","-120.243",,"5","7701","999","999","1","18","0","EL DORADO","AMERICAN R","CA Dept of Water Resources","SACRAMENTO RIVER","3,18,82"
"LYO","LYONS VALLEY","3200","39.125","-123.071","UPPER LAKE","1","1601","999","999","59","11","0","LAKE","RUSSIAN R","US Bureau of Land Management","NORTH COAST","2,4,9,10,11,12,13,14,26,30,31,32,77,78"
"LYS","LYONS RESERVOIR","4134","38.094","-120.166","SONORA","6","8501","999","999","60","18","0","TUOLUMNE","STANISLAUS R","Pacific Gas & Electric","SAN JOAQUIN RIVER","6,15"
"LYT","LYTLE CREEK R S","2730","34.233","-117.483",,"4","5701","999","999","44","47","0","SAN BERNARDINO","SANTA ANA R","US Forest Service","SOUTH COAST","2"
"M11","NF MOKELUMNE R BL SALT SPRINGS DAM","3590","38.49361","-120.220001","PIONEER","6","8301","999","999","60","18","20","CALAVERAS","MOKELUMNE R","Pacific Gas & Electric","SAN JOAQUIN RIVER","20"
"M13","SACRAMENTO RIVER BL TOLAND LANDING","0","38.077808","-121.767288","RIO VISTA","5","6501","58","58","58","0","99","SOLANO","SACRAMENTO R","US Geological Survey","SACRAMENTO RIVER","1,20,21,25,100,221,294,295,296"
"M29","TIGER CREEK CONDUIT","3691","38.49584","-120.22027","BIG MEADOW","6","8301","999","999","60","0","20","AMADOR","MOKELUMNE R","Pacific Gas & Electric","SAN JOAQUIN RIVER","1,110"
"M38","NF MOKELUMNE R AB TIGER CREEK","2338","38.446667","-120.489166","WEST POINT","6","8301","999","999","60","18","20","AMADOR","MOKELUMNE R","Pacific Gas & Electric","SAN JOAQUIN RIVER","20"
"M46","NF MOKELUMNE R BL ELECTRA DIVERSION","1980","38.420834","-120.548889","WEST POINT","6","8301","999","999","60","18","20","AMADOR","MOKELUMNE R","Pacific Gas & Electric","SAN JOAQUIN RIVER","20"
"M53","SALT SPRINGS 2 POWERHOUSE","3698","38.4979","-120.21821","WEST POINT","6","8301","999","999","60","0","20","AMADOR","MOKELUMNE R","Pacific Gas & Electric","SAN JOAQUIN RIVER","48,272"
"M59","MERCED RIVER NEAR HWY 59 BRIDGE SNELLING","200","37.4697","-120.50275","SNELLING","6","8701","999","999","801","24","0","MERCED","MERCED R","CA Dept of Fish and Wildlife","SAN JOAQUIN RIVER","25"
"M64","WEST POINT POWERHOUSE","2028","38.4209","-120.54958","WEST POINT","6","8301","999","999","60","0","20","ALAMEDA","MOKELUMNE R","Pacific Gas & Electric","SAN JOAQUIN RIVER","48,272"
"M65","ELECTRA POWERHOUSE","686","38.33101","-120.6699","MOKELUMNE HILL","6","8301","999","999","60","0","20","AMADOR","MOKELUMNE R","Pacific Gas & Electric","SAN JOAQUIN RIVER","48,272"
"M69","SALT SPRINGS 1 POWERHOUSE","3780","38.49794","-120.218","WEST POINT","6","8301","999","999","60","0","20","AMADOR","MOKELUMNE R","Pacific Gas & Electric","SAN JOAQUIN RIVER","48,272"
"MAB","MIDDLE RIVER ABOVE BARRIER","7","37.885181427002","-121.472763061523","STOCKTON","6","9001","999","999","704","999","17","SAN JOAQUIN","SAN JOAQUIN R","CA Dept of Water Resources/North Central Region Office","SAN JOAQUIN RIVER","1,20,21,25"
"MAC","MARSH CREEK RESERVOIR","205","37.89","-121.725",,"2","2001","999","999","107","23","0","CONTRA COSTA","EAST BAY","Contra Costa County","SAN FRANCISCO BAY","6,16"
"MAD","MAD RIVER RS","2775","40.45","-123.533",,"1","1201","999","999","44","7","0","TRINITY","EEL R","US Forest Service","NORTH COAST","2"
"MAH","MAHOGANY","7530","36.03","-118.219","KERNVILLE","7","9701","999","999","115","39","0","KERN","KERN R","Kern County","TULARE LAKE","14,16"
"MAI","MIRA VISTA ROAD","1575","38.9836","-122.6939","CLEARLAKE PARK","5","7901","999","999","58","15","13","LAKE","CACHE CR","US Geological Survey","SACRAMENTO RIVER","16"
"MAL","SACRAMENTO RIVER AT MALLARD ISLAND","0","38.0428047180176","-121.92008972168","PITTSBURG","5","6501","999","999","705","999","0","CONTRA COSTA","SACRAMENTO R","CA Dept of Water Resources/Div of Environmental Services","SACRAMENTO RIVER","1,4,5,9,10,14,20,21,25,26,27,28,61,62,92,100,102,141"
"MAM","MAMMOTH PASS (LADWP)","9300","37.61","-119.033","MAMMOTH LAKES","9","11001","999","999","71","25","0","MONO","OWENS R","City of Los Angeles; Dept of Water and Power","SOUTH LAHONTAN","3,18,73,82"
"MAP","MAPEL RANCH","2640","36.039","-120.483","COALINGA","7","10001","999","999","703","30","0","FRESNO","JACALITOS CR","CA Dept of Water Resources/Operations and Maintenance","TULARE LAKE","2,14,45"
"MAR","MARIPOSA CREEK DAM","459","37.292","-120.147","PLANADA","6","8701","999","999","56","24","0","MARIPOSA","MERCED R","US Army Corps of Engineers","SAN JOAQUIN RIVER","2,6,15,23,45,76,91"
"MAS","MAIN AVE DIVERSION (SANTA CLARA)","9999","99.999","-999.999","SANTA CLARA","2","2801","999","999","219","999","0","SANTA CLARA","SF BAY","Santa Clara Valley Water District","SAN FRANCISCO BAY","69"
"MAT","MATILIJA DAM","1138","34.486","-119.307","MATILIJA HOT SPRINGS","4","4401","999","999","96","45","0","VENTURA","VENTURA R","Ventura County Flood Control District","SOUTH COAST","15"
"MB3","MIDDLE BOULDER 3","6200","41.2248382568359","-122.806159973145","CALLAHAN","1","601","50","702","50","999","0","SISKIYOU","SCOTT R","US Bureau of Reclamation","NORTH COAST","3,4,14,18,30,31,32,45,73,82"
"MBB","MERCED RIVER NEAR BRICEBURG","1150","37.5989","-119.9781","BRICEBURG","6","8701","820","820","820","25","0","MARIPOSA","MERCED R","Mariposa Public Utility District","SAN JOAQUIN RIVER","1,2,4,14,16,20,30,31,32,41,45"
"MBC","MERCED RIVER AT BRICEBURG","991","37.62078","-120.02215","BRICEBURG","6","8701","999","999","801","24","0","MARIPOSA","MERCED R","CA Dept of Fish and Wildlife","SAN JOAQUIN RIVER","25"
"MBG","MERCED R NR BRICEBURG #2","1150","37.604775","-119.967757","BRICEBURG","6","8701","999","999","204","0","2","MARIPOSA","MERCED R","Merced Irrigation District","SAN JOAQUIN RIVER","1,4,9,10,12,14,16,20,25"
"MBH","MERCED R BLW CROCKER-HUFFMAN DAM","294","37.515","-120.37","SNELLING","6","8701","999","999","204","24","2","MERCED","MERCED R","Merced Irrigation District","SAN JOAQUIN RIVER","1,14,20"
"MBK","KINGS RIVER AT MEADOWBROOK","8150","37.081","-118.862","SHAVER LAKE","7","9401","999","999","61","26","0","FRESNO","KINGS R","Pacific Gas and Electric Company, Auberry","TULARE LAKE","1,14,20"
"MBL","MIDDLE BOULDER 1","6600","41.217","-122.807","CALLAHAN","1","601","999","999","16","3","0","SISKIYOU","SCOTT R","Salmon/Scott River Ranger District","NORTH COAST","3,18,82"
"MBN","MERCED R AT SHAFFER BRIDGE NR CRESSY","117","37.45417","-120.60778","CRESSY","6","8701","999","999","204","24","2","MERCED","MERCED R","Merced Irrigation District","SAN JOAQUIN RIVER","1,14,16,20"
"MBR","MEADOWBROOK (PG&E)","8021","37.082","-118.863","SHAVER LAKE","7","9401","999","999","60","26","0","FRESNO","KINGS R","Pacific Gas & Electric","TULARE LAKE","2,4,12,14,16,26,29,30,31,32,45,104,105"
"MBS","MONO BASIN","6370","37.979","-119.136","BISHOP","9","10901","999","999","71","25","0","MONO","MONO LAKE","City of Los Angeles; Dept of Water and Power","SOUTH LAHONTAN","65"
"MBT","NF MOKELUMNE R BL TIGER CREEK AFTERBAY","2220","38.440277","-120.503891","WEST POINT","6","8301","999","999","60","18","20","AMADOR","MOKELUMNE R","Pacific Gas & Electric","SAN JOAQUIN RIVER","20,41"
"MBV","MARBLE VALLEY","5900","41.567","-123.198",,"1","601","999","999","999","2","0","SISKIYOU","SCOTT R",".None Specified","NORTH COAST","3,18,82"
"MBW","MARSH CREEK AT BRENTWOOD","43","37.962552","-121.688089","BRENTWOOD","2","2001","999","999","107","22","23","CONTRA COSTA","EAST BAY","Contra Costa County","SAN FRANCISCO BAY","1"
"MC7","MCCLOUD RIVER BELOW MCCLOUD DAM","2400","41.122349","-122.064163","MCCLOUD","5","6601","999","999","60","3","20","SHASTA","MC CLOUD R","Pacific Gas & Electric","SACRAMENTO RIVER","20"
"MC9","IRON CANYON RESERVOIR","2713","41.04195","-121.983","BIG BEND","5","6601","999","999","60","0","20","SHASTA","MC CLOUD R","Pacific Gas & Electric","SACRAMENTO RIVER","6,15"
"MCA","MCCLOUD R AT AH-DI-NA","2130","41.1105","-122.0967","DUNSMUIR","5","6601","999","999","60","3","0","SHASTA","MC CLOUD R","Pacific Gas & Electric","SACRAMENTO RIVER","1,14,20,41"
"MCB","MIRANDA CABIN","6200","39.12","-120.362",,"5","7701","999","999","87","14","0","PLACER","AMERICAN R","Placer County Water Agency","SACRAMENTO RIVER","3,18,82"
"MCC","COSUMNES RIVER NEAR MCCONNELL","5","38.357666015625","-121.343734741211","GALT","6","8201","999","999","704","999","0","SACRAMENTO","COSUMNES R","CA Dept of Water Resources/North Central Region Office","SAN JOAQUIN RIVER","1,14,169"
"MCD","MCCLOUD RIVER NEAR MCCLOUD","2711","41.186","-122.059","MCCLOUD","5","6601","999","999","60","3","0","SISKIYOU","MC CLOUD R","Pacific Gas & Electric","SACRAMENTO RIVER","1,14,20"
"MCE","MERCED (CIMIS 148)","200","37.313611","-120.386389","MERCED","6","8701","999","999","706","23","5","MERCED","MERCED R","CA Dept of Water Resources/South Central Region Office","SAN JOAQUIN RIVER","31,32,45"
"MCF","METCALF GAP","3300","37.41","-119.765","OAKHURST","6","8901","999","999","3","25","0","MADERA","FRESNO R","CA Dept of Forestry and Fire Protection","SAN JOAQUIN RIVER","2,4,9,10,11,12,13,14,26,30,31,32,77,78"
"MCH","MILL CREEK BELOW HWY 99","230","40.0400581359863","-122.104629516602","LOS MOLINOS","5","6501","999","999","707","8","0","TEHAMA","SACRAMENTO R","CA Dept of Water Resources/North Region Office","SACRAMENTO RIVER","1,14,20,25,41"
"MCI","MCINTIRE ROAD","180","38.22","-121.038","LOCKEFORD","6","8301","999","999","139","17","0","SAN JOAQUIN","MOKELUMNE R","San Joaquin County","SAN JOAQUIN RIVER","16"
"MCK","BEAR CREEK AT MC KEE ROAD","167","37.3092","-120.4456","PLANADA","6","9001","999","999","56","24","0","MERCED","SAN JOAQUIN R","US Army Corps of Engineers","SAN JOAQUIN RIVER","1,20,41,169"
"MCL","MCCLOUD DAM (PG&E)","2690","41.13","-122.071","MCCLOUD","5","6601","999","999","60","3","0","SHASTA","MC CLOUD R","Pacific Gas & Electric","SACRAMENTO RIVER","2,9,10,12,14,16,30,45"
"MCM","MORRISON CREEK AT MACK ROAD","13","38.478","-121.458","FLORIN","5","6501","999","999","500","17","0","SACRAMENTO","SACRAMENTO R","Sacramento Dept of Public Works","SACRAMENTO RIVER","1,2,16,45"
"MCN","MOCCASIN","938","37.810184","-120.299006","BIG OAK FLAT","6","8601","999","999","94","23","0","TUOLUMNE","TUOLUMNE R","Hetch Hetchy Water and Power","SAN JOAQUIN RIVER","2,45"
"MCO","LAKE MCCLOUD","2700","41.135","-122.074","MCCLOUD","5","6601","999","999","60","3","0","SHASTA","MC CLOUD R","Pacific Gas & Electric","SACRAMENTO RIVER","6,15"
"MCP","MCELROY PASS","5300","40.695","-121.48","HAT CREEK","5","6701","999","999","19","9","0","SHASTA","PIT R","Hat Creek Ranger District","SACRAMENTO RIVER","3,18,82"
"MCR","LAKE MCCLURE","867","37.584","-120.267","MERCED","6","8701","999","999","124","24","0","MARIPOSA","MERCED R","Merced County","SAN JOAQUIN RIVER","15,68"
"MCS","LAKE MC SWAIN","425","37.52","-120.309","MERCED","6","8701","999","124","124","24","0","MARIPOSA","MERCED R","Merced County","SAN JOAQUIN RIVER","6,7,14,15"
"MCT","MCCLOUD TUNNEL","9999","41.135","-122.074","MCCLOUD","5","6601","999","999","50","3","0","SHASTA","MC CLOUD R","US Bureau of Reclamation","SACRAMENTO RIVER","69"
"MCU","MIDDLE CK NR UPPER LAKE","1360","39.1825523376465","-122.911842346191","UPPER LAKE","5","6501","999","999","707","11","2","LAKE","SACRAMENTO R","CA Dept of Water Resources/North Region Office","SACRAMENTO RIVER","1,14,20"
"MCY","MALIBU CANYON","610","34.0839","-118.7033","MALIBU","4","4301","999","999","170","46","0","LOS ANGELES","VENTURA LA COASTAL","Los Angeles County","SOUTH COAST","2,4,9,10,11,12,13,14,17,26,30,31,32,77,78"
"MD1","MUD SPRINGS (SNOW COURSE)","5800","38.543","-120.208","JACKSON","6","8301","999","999","999","18","0","AMADOR","MOKELUMNE R",".None Specified","SAN JOAQUIN RIVER","3,18,82"
"MD2","MOUNT DYER 2","6481","40.25746","-121.0463",,"5","7301","999","999","62","0","0","LASSEN","FEATHER R","Pacific Gas and Electric Company, Rogers Flat","SACRAMENTO RIVER","3,18,82"
"MDA","MARSH CREEK AT DAINTY AVENUE","80","37.932581","-121.711218","BRENTWOOD","2","2001","999","999","107","22","23","CONTRA COSTA","EAST BAY","Contra Costa County","SAN FRANCISCO BAY","1"
"MDB","MUSTANG CREEK DETENTION BASIN","188","37.488056","-120.655281","BALLICO","6","8701","621","621","621","0","99","MERCED","MERCED R","Eastside Water District","SAN JOAQUIN RIVER","14,291,292,293"
"MDC","MEDICINE LAKE","6700","41.587","-121.613","BARTLE","5","6701","999","999","23","4","0","SISKIYOU","PIT R","Doublehead Ranger District","SACRAMENTO RIVER","3,18,82"
"MDE","MODESTO IRRIG DISTRICT OFFICE","91","37.65","-121.001","MODESTO","6","8601","999","999","206","23","0","STANISLAUS","TUOLUMNE R","Modesto Irrigation District","SAN JOAQUIN RIVER","2"
"MDF","MAD RIVER (USFS)","2775","40.463","-123.524","EUREKA","1","1101","999","999","44","7","0","TRINITY","MAD R","US Forest Service","NORTH COAST","2,4,9,10,11,12,13,14,26,30,31,32,77,78"
"MDH","MT DIABLO PARK HEADQUARTERS","1600","37.8503","-121.9317","DANVILLE","2","8101","999","999","107","23","0","CONTRA COSTA","DELTA","Contra Costa County","SAN FRANCISCO BAY","16"
"MDL","MUD LAKE","7900","38.615","-120.14","BEAR VALLEY","6","8301","999","999","85","18","0","AMADOR","MOKELUMNE R","Sacramento Municipal Utility District","SAN JOAQUIN RIVER","2,3,4,25,30,31,32,45,82"
"MDM","MIDDLE RIVER AT MIDDLE RIVER","10","37.943","-121.534","KNIGHTSEN","6","8101","999","999","58","23","0","SAN JOAQUIN","DELTA","US Geological Survey","SAN JOAQUIN RIVER","1,20,21,25,41,100,221"
"MDN","MODOC NWR","4380","41.459","-120.354","ALTURAS","8","6701","999","999","403","5","0","MODOC","PIT R","US Fish & Wildlife Service","NORTH LAHONTAN","2,4,9,10,11,12,13,14,26,77,78"
"MDO","MODESTO RESERVOIR","210","37.657","-120.675","TURLOCK","6","8601","999","999","206","24","0","STANISLAUS","TUOLUMNE R","Modesto Irrigation District","SAN JOAQUIN RIVER","15"
"MDP","MERCED AT POHONO BRIDGE","3862","37.717","-119.665","YOSEMITE VILLAGE","6","8701","999","999","999","25","0","MARIPOSA","MERCED R",".None Specified","SAN JOAQUIN RIVER","65,66"
